ID,delinquent,Sdelinquent,term,gender,age,FICO
10308,Yes,1,36 months,Female,>25,300-500
10309,Yes,1,36 months,Female,>25,300-500
10310,Yes,1,36 months,Female,>25,300-500
10311,Yes,1,36 months,Female,>25,300-500
10312,Yes,1,36 months,Female,>25,300-500
10313,Yes,1,36 months,Female,>25,300-500
10314,Yes,1,36 months,Female,>25,300-500
10315,Yes,1,36 months,Female,>25,300-500
10316,Yes,1,36 months,Female,>25,300-500
10317,Yes,1,36 months,Female,>25,300-500
10318,Yes,1,36 months,Female,>25,300-500
10319,Yes,1,36 months,Female,>25,300-500
10320,Yes,1,36 months,Female,>25,300-500
10321,Yes,1,36 months,Female,>25,300-500
10322,Yes,1,36 months,Female,>25,300-500
10323,Yes,1,36 months,Female,>25,300-500
10324,Yes,1,36 months,Female,>25,300-500
10325,Yes,1,36 months,Female,>25,300-500
10326,Yes,1,36 months,Female,>25,300-500
10327,Yes,1,36 months,Female,>25,300-500
10328,Yes,1,36 months,Female,>25,300-500
10329,Yes,1,36 months,Female,>25,300-500
10330,Yes,1,36 months,Female,>25,300-500
10331,Yes,1,36 months,Female,>25,300-500
10332,Yes,1,36 months,Female,>25,300-500
10333,Yes,1,36 months,Female,>25,300-500
10334,Yes,1,36 months,Female,>25,300-500
10335,Yes,1,36 months,Female,>25,300-500
10336,Yes,1,36 months,Female,>25,300-500
10337,Yes,1,36 months,Female,>25,300-500
10338,Yes,1,36 months,Female,>25,300-500
10339,Yes,1,36 months,Female,>25,300-500
10340,Yes,1,36 months,Female,>25,300-500
10341,Yes,1,36 months,Female,>25,300-500
10342,Yes,1,36 months,Female,>25,300-500
10343,Yes,1,36 months,Female,>25,300-500
10344,Yes,1,36 months,Female,>25,300-500
10345,Yes,1,36 months,Female,>25,300-500
10346,Yes,1,36 months,Female,>25,300-500
10347,Yes,1,36 months,Female,>25,300-500
10348,Yes,1,36 months,Female,>25,300-500
10349,Yes,1,36 months,Female,>25,300-500
10350,Yes,1,36 months,Female,>25,300-500
10351,Yes,1,36 months,Female,>25,300-500
10352,Yes,1,36 months,Female,>25,300-500
10353,Yes,1,36 months,Female,>25,300-500
10354,Yes,1,36 months,Female,>25,300-500
10355,Yes,1,36 months,Female,>25,300-500
10356,Yes,1,36 months,Female,>25,300-500
10357,Yes,1,36 months,Female,>25,300-500
10358,Yes,1,36 months,Female,>25,300-500
10359,Yes,1,36 months,Female,>25,300-500
10360,Yes,1,36 months,Female,>25,300-500
10361,Yes,1,36 months,Female,>25,300-500
10362,Yes,1,36 months,Female,>25,300-500
10363,Yes,1,36 months,Female,>25,300-500
10364,Yes,1,36 months,Female,>25,300-500
10365,Yes,1,36 months,Female,>25,300-500
10366,Yes,1,36 months,Female,>25,300-500
10367,Yes,1,36 months,Female,>25,300-500
10368,Yes,1,36 months,Female,>25,300-500
10369,Yes,1,36 months,Female,>25,300-500
10370,Yes,1,36 months,Female,>25,300-500
10371,Yes,1,36 months,Female,>25,300-500
10372,Yes,1,36 months,Female,>25,300-500
10373,Yes,1,36 months,Female,>25,300-500
10374,Yes,1,36 months,Female,>25,300-500
10375,Yes,1,36 months,Female,>25,300-500
10376,Yes,1,36 months,Female,>25,300-500
10377,Yes,1,36 months,Female,>25,300-500
10378,Yes,1,36 months,Female,>25,300-500
10379,Yes,1,36 months,Female,>25,300-500
10380,Yes,1,36 months,Female,>25,300-500
10381,Yes,1,36 months,Female,>25,300-500
10382,Yes,1,36 months,Female,>25,300-500
10383,Yes,1,36 months,Female,>25,300-500
10384,Yes,1,36 months,Female,>25,300-500
10385,Yes,1,36 months,Female,>25,300-500
10386,Yes,1,36 months,Female,>25,300-500
10387,Yes,1,36 months,Female,>25,300-500
10388,Yes,1,36 months,Female,>25,300-500
10389,Yes,1,36 months,Female,>25,300-500
10390,Yes,1,36 months,Female,>25,300-500
10391,Yes,1,36 months,Female,>25,300-500
10392,Yes,1,36 months,Female,>25,300-500
10393,Yes,1,36 months,Female,>25,300-500
10394,Yes,1,36 months,Female,>25,300-500
10395,Yes,1,36 months,Female,>25,300-500
10396,Yes,1,36 months,Female,>25,300-500
10397,Yes,1,36 months,Female,>25,300-500
10398,Yes,1,36 months,Female,>25,300-500
10399,Yes,1,36 months,Female,>25,300-500
10400,Yes,1,36 months,Female,>25,300-500
10401,Yes,1,36 months,Female,>25,300-500
10402,Yes,1,36 months,Female,>25,300-500
10403,Yes,1,36 months,Female,>25,300-500
10404,Yes,1,36 months,Female,>25,300-500
10405,Yes,1,36 months,Female,>25,300-500
10406,Yes,1,36 months,Female,>25,300-500
10407,Yes,1,36 months,Female,>25,300-500
10408,Yes,1,36 months,Female,>25,300-500
10409,Yes,1,36 months,Female,>25,300-500
10410,Yes,1,36 months,Female,>25,300-500
10411,Yes,1,36 months,Female,>25,300-500
10412,Yes,1,36 months,Female,>25,300-500
10413,Yes,1,36 months,Female,>25,300-500
10414,Yes,1,36 months,Female,>25,300-500
10415,Yes,1,36 months,Female,>25,300-500
10416,Yes,1,36 months,Female,>25,300-500
10417,Yes,1,36 months,Female,>25,300-500
10418,Yes,1,36 months,Female,>25,300-500
10419,Yes,1,36 months,Female,>25,300-500
10420,Yes,1,36 months,Female,>25,300-500
10421,Yes,1,36 months,Female,>25,300-500
10422,Yes,1,36 months,Female,>25,300-500
10423,Yes,1,36 months,Female,>25,300-500
10424,Yes,1,36 months,Female,>25,300-500
10425,Yes,1,36 months,Female,>25,300-500
10426,Yes,1,36 months,Female,>25,300-500
10427,Yes,1,36 months,Female,>25,300-500
10428,Yes,1,36 months,Female,>25,300-500
10429,Yes,1,36 months,Female,>25,300-500
10430,Yes,1,36 months,Female,>25,300-500
10431,Yes,1,36 months,Female,>25,300-500
10432,Yes,1,36 months,Female,>25,300-500
10433,Yes,1,36 months,Female,>25,300-500
10434,Yes,1,36 months,Female,>25,300-500
10435,Yes,1,36 months,Female,>25,300-500
10436,Yes,1,36 months,Female,>25,300-500
10437,Yes,1,36 months,Female,>25,300-500
10438,Yes,1,36 months,Female,>25,300-500
10439,Yes,1,36 months,Female,>25,300-500
10440,Yes,1,36 months,Female,>25,300-500
10441,Yes,1,36 months,Female,>25,300-500
10442,Yes,1,36 months,Female,>25,300-500
10443,Yes,1,36 months,Female,>25,300-500
10444,Yes,1,36 months,Female,>25,300-500
10445,Yes,1,36 months,Female,>25,300-500
10446,Yes,1,36 months,Female,>25,300-500
10447,Yes,1,36 months,Female,>25,300-500
10448,Yes,1,36 months,Female,>25,300-500
10449,Yes,1,36 months,Female,>25,300-500
10450,Yes,1,36 months,Female,>25,300-500
10451,Yes,1,36 months,Female,>25,300-500
10452,Yes,1,36 months,Female,>25,300-500
10453,Yes,1,36 months,Female,>25,300-500
10454,Yes,1,36 months,Female,>25,300-500
10455,Yes,1,36 months,Female,>25,300-500
10456,Yes,1,36 months,Female,>25,300-500
10457,Yes,1,36 months,Female,>25,300-500
10458,Yes,1,36 months,Female,>25,300-500
10459,Yes,1,36 months,Female,>25,300-500
10460,Yes,1,36 months,Female,>25,300-500
10461,Yes,1,36 months,Female,>25,300-500
10462,Yes,1,36 months,Female,>25,300-500
10463,Yes,1,36 months,Female,>25,300-500
10464,Yes,1,36 months,Female,>25,300-500
10465,Yes,1,36 months,Female,>25,300-500
10466,Yes,1,36 months,Female,>25,300-500
10467,Yes,1,36 months,Female,>25,300-500
10468,Yes,1,36 months,Female,>25,300-500
10469,Yes,1,36 months,Female,>25,300-500
10470,Yes,1,36 months,Female,>25,300-500
10471,Yes,1,36 months,Female,>25,300-500
10472,Yes,1,36 months,Female,>25,300-500
10473,Yes,1,36 months,Female,>25,300-500
10474,Yes,1,36 months,Female,>25,300-500
10475,Yes,1,36 months,Female,>25,300-500
10476,Yes,1,36 months,Female,>25,300-500
10477,Yes,1,36 months,Female,>25,300-500
10478,Yes,1,36 months,Female,>25,300-500
10479,Yes,1,36 months,Female,>25,300-500
10480,Yes,1,36 months,Female,>25,300-500
10481,Yes,1,36 months,Female,>25,300-500
10482,Yes,1,36 months,Female,>25,300-500
10483,Yes,1,36 months,Female,>25,300-500
10484,Yes,1,36 months,Female,>25,300-500
10485,Yes,1,36 months,Female,>25,300-500
10486,Yes,1,36 months,Female,>25,300-500
10487,Yes,1,36 months,Female,>25,300-500
10488,Yes,1,36 months,Female,>25,300-500
10489,Yes,1,36 months,Female,>25,300-500
10490,Yes,1,36 months,Female,>25,300-500
10491,Yes,1,36 months,Female,>25,300-500
10492,Yes,1,36 months,Female,>25,300-500
10493,Yes,1,36 months,Female,>25,300-500
10494,Yes,1,36 months,Female,>25,300-500
10495,Yes,1,36 months,Female,>25,300-500
10496,Yes,1,36 months,Female,>25,300-500
10497,Yes,1,36 months,Female,>25,300-500
10498,Yes,1,36 months,Female,>25,300-500
10499,Yes,1,36 months,Female,>25,300-500
10500,Yes,1,36 months,Female,>25,300-500
10501,Yes,1,36 months,Female,>25,300-500
10502,Yes,1,36 months,Female,>25,300-500
10503,Yes,1,36 months,Female,>25,300-500
10504,Yes,1,36 months,Female,>25,300-500
10505,Yes,1,36 months,Female,>25,300-500
10506,Yes,1,36 months,Female,>25,300-500
10507,Yes,1,36 months,Female,>25,300-500
10508,Yes,1,36 months,Female,>25,300-500
10509,Yes,1,36 months,Female,>25,300-500
10510,Yes,1,36 months,Female,>25,300-500
10511,Yes,1,36 months,Female,>25,300-500
10512,Yes,1,36 months,Female,>25,300-500
10513,Yes,1,36 months,Female,>25,300-500
10514,Yes,1,36 months,Female,>25,300-500
10515,Yes,1,36 months,Female,>25,300-500
10516,Yes,1,36 months,Female,>25,300-500
10517,Yes,1,36 months,Female,>25,300-500
10518,Yes,1,36 months,Female,>25,300-500
10519,Yes,1,36 months,Female,>25,300-500
10520,Yes,1,36 months,Female,>25,300-500
10521,Yes,1,36 months,Female,>25,300-500
10522,Yes,1,36 months,Female,>25,300-500
10523,Yes,1,36 months,Female,>25,300-500
10524,Yes,1,36 months,Female,>25,300-500
10525,Yes,1,36 months,Female,>25,300-500
10526,Yes,1,36 months,Female,>25,300-500
10527,Yes,1,36 months,Female,>25,300-500
10528,Yes,1,36 months,Female,>25,300-500
10529,Yes,1,36 months,Female,>25,300-500
10530,Yes,1,36 months,Female,>25,300-500
10531,Yes,1,36 months,Female,>25,300-500
10532,Yes,1,36 months,Female,>25,300-500
10533,Yes,1,36 months,Female,>25,300-500
10534,Yes,1,36 months,Female,>25,300-500
10535,Yes,1,36 months,Female,>25,300-500
10536,Yes,1,36 months,Female,>25,300-500
10537,Yes,1,36 months,Female,>25,300-500
10538,Yes,1,36 months,Female,>25,300-500
10539,Yes,1,36 months,Female,>25,300-500
10540,Yes,1,36 months,Female,>25,300-500
10541,Yes,1,36 months,Female,>25,300-500
10542,Yes,1,36 months,Female,>25,300-500
10543,Yes,1,36 months,Female,>25,300-500
10544,Yes,1,36 months,Female,>25,300-500
10545,Yes,1,36 months,Female,>25,300-500
10546,Yes,1,36 months,Female,>25,300-500
10547,Yes,1,36 months,Female,>25,300-500
10548,Yes,1,36 months,Female,>25,300-500
10549,Yes,1,36 months,Female,>25,300-500
10550,Yes,1,36 months,Female,>25,300-500
10551,Yes,1,36 months,Female,>25,300-500
10552,Yes,1,36 months,Female,>25,300-500
10553,Yes,1,36 months,Female,>25,300-500
10554,Yes,1,36 months,Female,>25,300-500
10555,Yes,1,36 months,Female,>25,300-500
10556,Yes,1,36 months,Female,>25,300-500
10557,Yes,1,36 months,Female,>25,300-500
10558,Yes,1,36 months,Female,>25,300-500
10559,Yes,1,36 months,Female,>25,300-500
10560,Yes,1,36 months,Female,>25,300-500
10561,Yes,1,36 months,Female,>25,300-500
10562,Yes,1,36 months,Female,>25,300-500
10563,Yes,1,36 months,Female,>25,300-500
10564,Yes,1,36 months,Female,>25,300-500
10565,Yes,1,36 months,Female,>25,300-500
10566,Yes,1,36 months,Female,>25,300-500
10567,Yes,1,36 months,Female,>25,300-500
10568,Yes,1,36 months,Female,>25,300-500
10569,Yes,1,36 months,Female,>25,300-500
10570,Yes,1,36 months,Female,>25,300-500
10571,Yes,1,36 months,Female,>25,300-500
10572,Yes,1,36 months,Female,>25,300-500
10573,Yes,1,36 months,Female,>25,300-500
10574,Yes,1,36 months,Female,>25,300-500
10575,Yes,1,36 months,Female,>25,300-500
10576,Yes,1,36 months,Female,>25,300-500
10577,Yes,1,36 months,Female,>25,300-500
10578,Yes,1,36 months,Female,>25,300-500
10579,Yes,1,36 months,Female,>25,300-500
10580,Yes,1,36 months,Female,>25,300-500
10581,Yes,1,36 months,Female,>25,300-500
10582,Yes,1,36 months,Female,>25,300-500
10583,Yes,1,36 months,Female,>25,300-500
10584,Yes,1,36 months,Female,>25,300-500
10585,Yes,1,36 months,Female,>25,300-500
10586,Yes,1,36 months,Female,>25,300-500
10587,Yes,1,36 months,Female,>25,300-500
10588,Yes,1,36 months,Female,>25,300-500
10589,Yes,1,36 months,Female,>25,300-500
10590,Yes,1,36 months,Female,>25,300-500
10591,Yes,1,36 months,Female,>25,300-500
10592,Yes,1,36 months,Female,>25,300-500
10593,Yes,1,36 months,Female,>25,300-500
10594,Yes,1,36 months,Female,>25,300-500
10595,Yes,1,36 months,Female,>25,300-500
10596,Yes,1,36 months,Female,>25,300-500
10597,Yes,1,36 months,Female,>25,300-500
10598,Yes,1,36 months,Female,>25,300-500
10599,Yes,1,36 months,Female,>25,300-500
10600,Yes,1,36 months,Female,>25,300-500
10601,Yes,1,36 months,Female,>25,300-500
10602,Yes,1,36 months,Female,>25,300-500
10603,Yes,1,36 months,Female,>25,300-500
10604,Yes,1,36 months,Female,>25,300-500
10605,Yes,1,36 months,Female,>25,300-500
10606,Yes,1,36 months,Female,>25,300-500
10607,Yes,1,36 months,Female,>25,300-500
10608,Yes,1,36 months,Female,>25,300-500
10609,Yes,1,36 months,Female,>25,300-500
10610,Yes,1,36 months,Female,>25,300-500
10611,Yes,1,36 months,Female,>25,300-500
10612,Yes,1,36 months,Female,>25,300-500
10613,Yes,1,36 months,Female,>25,300-500
10614,Yes,1,36 months,Female,>25,300-500
10615,Yes,1,36 months,Female,>25,300-500
10616,Yes,1,36 months,Female,>25,300-500
10617,Yes,1,36 months,Female,>25,300-500
10618,Yes,1,36 months,Female,>25,300-500
10619,Yes,1,36 months,Female,>25,300-500
10620,Yes,1,36 months,Female,>25,300-500
10621,Yes,1,36 months,Female,>25,300-500
10622,Yes,1,36 months,Female,>25,300-500
10623,Yes,1,36 months,Female,>25,300-500
10624,Yes,1,36 months,Female,>25,300-500
10625,Yes,1,36 months,Female,>25,300-500
10626,Yes,1,36 months,Female,>25,300-500
10627,Yes,1,36 months,Female,>25,300-500
10628,Yes,1,36 months,Female,>25,300-500
10629,Yes,1,36 months,Female,>25,300-500
10630,Yes,1,36 months,Female,>25,300-500
10631,Yes,1,36 months,Female,>25,300-500
10632,Yes,1,36 months,Female,>25,300-500
10633,Yes,1,36 months,Female,>25,300-500
10634,Yes,1,36 months,Female,>25,300-500
10635,Yes,1,36 months,Female,>25,300-500
10636,Yes,1,36 months,Female,>25,300-500
10637,Yes,1,36 months,Female,>25,300-500
10638,Yes,1,36 months,Female,>25,300-500
10639,Yes,1,36 months,Female,>25,300-500
10640,Yes,1,36 months,Female,>25,300-500
10641,Yes,1,36 months,Female,>25,300-500
10642,Yes,1,36 months,Female,>25,300-500
10643,Yes,1,36 months,Female,>25,300-500
10644,Yes,1,36 months,Female,>25,300-500
10645,Yes,1,36 months,Female,>25,300-500
10646,Yes,1,36 months,Female,>25,300-500
10647,Yes,1,36 months,Female,>25,300-500
10648,Yes,1,36 months,Female,>25,300-500
10649,Yes,1,36 months,Female,>25,300-500
10650,Yes,1,36 months,Female,>25,300-500
10651,Yes,1,36 months,Female,>25,300-500
10652,Yes,1,36 months,Female,>25,300-500
10653,Yes,1,36 months,Female,>25,300-500
10654,Yes,1,36 months,Female,>25,300-500
10655,Yes,1,36 months,Female,>25,300-500
10656,Yes,1,36 months,Female,>25,300-500
10657,Yes,1,36 months,Female,>25,300-500
10658,Yes,1,36 months,Female,>25,300-500
10659,Yes,1,36 months,Female,>25,300-500
10660,Yes,1,36 months,Female,>25,300-500
10661,Yes,1,36 months,Female,>25,300-500
10662,Yes,1,36 months,Female,>25,300-500
10663,Yes,1,36 months,Female,>25,300-500
10664,Yes,1,36 months,Female,>25,300-500
10665,Yes,1,36 months,Female,>25,300-500
10666,Yes,1,36 months,Female,>25,300-500
10667,Yes,1,36 months,Female,>25,300-500
10668,Yes,1,36 months,Female,>25,300-500
10669,Yes,1,36 months,Female,>25,300-500
10670,Yes,1,36 months,Female,>25,300-500
10671,Yes,1,36 months,Female,>25,300-500
10672,Yes,1,36 months,Female,>25,300-500
10673,Yes,1,36 months,Female,>25,300-500
10674,Yes,1,36 months,Female,>25,300-500
10675,Yes,1,36 months,Female,>25,300-500
10676,Yes,1,36 months,Female,>25,300-500
10677,Yes,1,36 months,Female,>25,300-500
10678,Yes,1,36 months,Female,>25,300-500
10679,Yes,1,36 months,Female,>25,300-500
10680,Yes,1,36 months,Female,>25,300-500
10681,Yes,1,36 months,Female,>25,300-500
10682,Yes,1,36 months,Female,>25,300-500
10683,Yes,1,36 months,Female,>25,300-500
10684,Yes,1,36 months,Female,>25,300-500
10685,Yes,1,36 months,Female,>25,300-500
10686,Yes,1,36 months,Female,>25,300-500
10687,Yes,1,36 months,Female,>25,300-500
10688,Yes,1,36 months,Female,>25,300-500
10689,Yes,1,36 months,Female,>25,300-500
10690,Yes,1,36 months,Female,>25,300-500
10691,Yes,1,36 months,Female,>25,300-500
10692,Yes,1,36 months,Female,>25,300-500
10693,Yes,1,36 months,Female,>25,300-500
10694,Yes,1,36 months,Female,>25,300-500
10695,Yes,1,36 months,Female,>25,300-500
10696,Yes,1,36 months,Female,>25,300-500
10697,Yes,1,36 months,Female,>25,300-500
10698,Yes,1,36 months,Female,>25,300-500
10699,Yes,1,36 months,Female,>25,300-500
10700,Yes,1,36 months,Female,>25,300-500
10701,Yes,1,36 months,Female,>25,300-500
10702,Yes,1,36 months,Female,>25,300-500
10703,Yes,1,36 months,Female,>25,300-500
10704,Yes,1,36 months,Female,>25,300-500
10705,Yes,1,36 months,Female,>25,300-500
10706,Yes,1,36 months,Female,>25,300-500
10707,Yes,1,36 months,Female,>25,300-500
10708,Yes,1,36 months,Female,>25,300-500
10709,Yes,1,36 months,Female,>25,300-500
10710,Yes,1,36 months,Female,>25,300-500
10711,Yes,1,36 months,Female,>25,300-500
10712,Yes,1,36 months,Female,>25,300-500
10713,Yes,1,36 months,Female,>25,300-500
10714,Yes,1,36 months,Female,>25,300-500
10715,Yes,1,36 months,Female,>25,300-500
10716,Yes,1,36 months,Female,>25,300-500
10717,Yes,1,36 months,Female,>25,300-500
10718,Yes,1,36 months,Female,>25,300-500
10719,Yes,1,36 months,Female,>25,300-500
10720,Yes,1,36 months,Female,>25,300-500
10721,Yes,1,36 months,Female,>25,300-500
10722,Yes,1,36 months,Female,>25,300-500
10723,Yes,1,36 months,Female,>25,300-500
10724,Yes,1,36 months,Female,>25,300-500
10725,Yes,1,36 months,Female,>25,300-500
10726,Yes,1,36 months,Female,>25,300-500
10727,Yes,1,36 months,Female,>25,300-500
10728,Yes,1,36 months,Female,>25,300-500
10729,Yes,1,36 months,Female,>25,300-500
10730,Yes,1,36 months,Female,>25,300-500
10731,Yes,1,36 months,Female,>25,300-500
10732,Yes,1,36 months,Female,>25,300-500
10733,Yes,1,36 months,Female,>25,300-500
10734,Yes,1,36 months,Female,>25,300-500
10735,Yes,1,36 months,Female,>25,300-500
10736,Yes,1,36 months,Female,>25,300-500
10737,Yes,1,36 months,Female,>25,300-500
10738,Yes,1,36 months,Female,>25,300-500
10739,Yes,1,36 months,Female,>25,300-500
10740,Yes,1,36 months,Female,>25,300-500
10741,Yes,1,36 months,Female,>25,300-500
10742,Yes,1,36 months,Female,>25,300-500
10743,Yes,1,36 months,Female,>25,300-500
10744,Yes,1,36 months,Female,>25,300-500
10745,Yes,1,36 months,Female,>25,300-500
10746,Yes,1,36 months,Female,>25,300-500
10747,Yes,1,36 months,Female,>25,300-500
10748,Yes,1,36 months,Female,>25,300-500
10749,Yes,1,36 months,Female,>25,300-500
10750,Yes,1,36 months,Female,>25,300-500
10751,Yes,1,36 months,Female,>25,300-500
10752,Yes,1,36 months,Female,>25,300-500
10753,Yes,1,36 months,Female,>25,300-500
10754,Yes,1,36 months,Female,>25,300-500
10755,Yes,1,36 months,Female,>25,300-500
10756,Yes,1,36 months,Female,>25,300-500
10757,Yes,1,36 months,Female,>25,300-500
10758,Yes,1,36 months,Female,>25,300-500
10759,Yes,1,36 months,Female,>25,300-500
10760,Yes,1,36 months,Female,>25,300-500
10761,Yes,1,36 months,Female,>25,300-500
10762,Yes,1,36 months,Female,>25,300-500
10763,Yes,1,36 months,Female,>25,300-500
10764,Yes,1,36 months,Female,>25,300-500
10765,Yes,1,36 months,Female,>25,300-500
10766,Yes,1,36 months,Female,>25,300-500
10767,Yes,1,36 months,Female,>25,300-500
10768,Yes,1,36 months,Female,>25,300-500
10769,Yes,1,36 months,Female,>25,300-500
10770,Yes,1,36 months,Female,>25,300-500
10771,Yes,1,36 months,Female,>25,300-500
10772,Yes,1,36 months,Female,>25,300-500
10773,Yes,1,36 months,Female,>25,300-500
10774,Yes,1,36 months,Female,>25,300-500
10775,Yes,1,36 months,Female,>25,300-500
10776,Yes,1,36 months,Female,>25,300-500
10777,Yes,1,36 months,Female,>25,300-500
10778,Yes,1,36 months,Female,>25,300-500
10779,Yes,1,36 months,Female,>25,300-500
10780,Yes,1,36 months,Female,>25,300-500
10781,Yes,1,36 months,Female,>25,300-500
10782,Yes,1,36 months,Female,>25,300-500
10783,Yes,1,36 months,Female,>25,300-500
10784,Yes,1,36 months,Female,>25,300-500
10785,Yes,1,36 months,Female,>25,300-500
10786,Yes,1,36 months,Female,>25,300-500
10787,Yes,1,36 months,Female,>25,300-500
10788,Yes,1,36 months,Female,>25,300-500
10789,Yes,1,36 months,Female,>25,300-500
10790,Yes,1,36 months,Female,>25,300-500
10791,Yes,1,36 months,Female,>25,300-500
10792,Yes,1,36 months,Female,>25,300-500
10793,Yes,1,36 months,Female,>25,300-500
10794,Yes,1,36 months,Female,>25,300-500
10795,Yes,1,36 months,Female,>25,300-500
10796,Yes,1,36 months,Female,>25,300-500
10797,Yes,1,36 months,Female,>25,300-500
10798,Yes,1,36 months,Female,>25,300-500
10799,Yes,1,36 months,Female,>25,300-500
10800,Yes,1,36 months,Female,>25,300-500
10801,Yes,1,36 months,Female,>25,300-500
10802,Yes,1,36 months,Female,>25,300-500
10803,Yes,1,36 months,Female,>25,300-500
10804,Yes,1,36 months,Female,>25,300-500
10805,Yes,1,36 months,Female,>25,300-500
10806,Yes,1,36 months,Female,>25,300-500
10807,Yes,1,36 months,Female,>25,300-500
10808,Yes,1,36 months,Female,>25,300-500
10809,Yes,1,36 months,Female,>25,300-500
10810,Yes,1,36 months,Female,>25,300-500
10811,Yes,1,36 months,Female,>25,300-500
10812,Yes,1,36 months,Female,>25,300-500
10813,Yes,1,36 months,Female,>25,300-500
10814,Yes,1,36 months,Female,>25,300-500
10815,Yes,1,36 months,Female,>25,300-500
10816,Yes,1,36 months,Female,>25,300-500
10817,Yes,1,36 months,Female,>25,300-500
10818,Yes,1,36 months,Female,>25,300-500
10819,Yes,1,36 months,Female,>25,300-500
10820,Yes,1,36 months,Female,>25,300-500
10821,Yes,1,36 months,Female,>25,300-500
10822,Yes,1,36 months,Female,>25,300-500
10823,Yes,1,36 months,Female,>25,300-500
10824,Yes,1,36 months,Female,>25,300-500
10825,Yes,1,36 months,Female,>25,300-500
10826,Yes,1,36 months,Female,>25,300-500
10827,Yes,1,36 months,Female,>25,300-500
10828,Yes,1,36 months,Female,>25,300-500
10829,Yes,1,36 months,Female,>25,300-500
10830,Yes,1,36 months,Female,>25,300-500
10831,Yes,1,36 months,Female,>25,300-500
10832,Yes,1,36 months,Female,>25,300-500
10833,Yes,1,36 months,Female,>25,300-500
10834,Yes,1,36 months,Female,>25,300-500
10835,Yes,1,36 months,Female,>25,300-500
10836,Yes,1,36 months,Female,>25,300-500
10837,Yes,1,36 months,Female,>25,300-500
10838,Yes,1,36 months,Female,>25,300-500
10839,Yes,1,36 months,Female,>25,300-500
10840,Yes,1,36 months,Female,>25,300-500
10841,Yes,1,36 months,Female,>25,300-500
10842,Yes,1,36 months,Female,>25,300-500
10843,Yes,1,36 months,Female,>25,300-500
10844,Yes,1,36 months,Female,>25,300-500
10845,Yes,1,36 months,Female,>25,300-500
10846,Yes,1,36 months,Female,>25,300-500
10847,Yes,1,36 months,Female,>25,300-500
10848,Yes,1,36 months,Female,>25,300-500
10849,Yes,1,36 months,Female,>25,300-500
10850,Yes,1,36 months,Female,>25,300-500
10851,Yes,1,36 months,Female,>25,300-500
10852,Yes,1,36 months,Female,>25,300-500
10853,Yes,1,36 months,Female,>25,300-500
10854,Yes,1,36 months,Female,>25,300-500
10855,Yes,1,36 months,Female,>25,300-500
10856,Yes,1,36 months,Female,>25,300-500
10857,Yes,1,36 months,Female,>25,300-500
10858,Yes,1,36 months,Female,>25,300-500
10859,Yes,1,36 months,Female,>25,300-500
10860,Yes,1,36 months,Female,>25,300-500
10861,Yes,1,36 months,Female,>25,300-500
10862,Yes,1,36 months,Female,>25,300-500
10863,Yes,1,36 months,Female,>25,300-500
10864,Yes,1,36 months,Female,>25,300-500
10865,Yes,1,36 months,Female,>25,300-500
10866,Yes,1,36 months,Female,>25,300-500
10867,Yes,1,36 months,Female,>25,300-500
10868,Yes,1,36 months,Female,>25,300-500
10869,Yes,1,36 months,Female,>25,300-500
10870,Yes,1,36 months,Female,>25,300-500
10871,Yes,1,36 months,Female,>25,300-500
10872,Yes,1,36 months,Female,>25,300-500
10873,Yes,1,36 months,Female,>25,300-500
10874,Yes,1,36 months,Female,>25,300-500
10875,Yes,1,36 months,Female,>25,300-500
10876,Yes,1,36 months,Female,>25,300-500
10877,Yes,1,36 months,Female,>25,300-500
10878,Yes,1,36 months,Female,>25,300-500
10879,Yes,1,36 months,Female,>25,300-500
10880,Yes,1,36 months,Female,>25,300-500
10881,Yes,1,36 months,Female,>25,300-500
10882,Yes,1,36 months,Female,>25,300-500
10883,Yes,1,36 months,Female,>25,300-500
10884,Yes,1,36 months,Female,>25,300-500
10885,Yes,1,36 months,Female,>25,300-500
10886,Yes,1,36 months,Female,>25,300-500
10887,Yes,1,36 months,Female,>25,300-500
10888,Yes,1,36 months,Female,>25,300-500
10889,Yes,1,36 months,Female,>25,300-500
10890,Yes,1,36 months,Female,>25,300-500
10891,Yes,1,36 months,Female,>25,300-500
10892,Yes,1,36 months,Female,>25,300-500
10893,Yes,1,36 months,Female,>25,300-500
10894,Yes,1,36 months,Female,>25,300-500
10895,Yes,1,36 months,Female,>25,300-500
10896,Yes,1,36 months,Female,>25,300-500
10897,Yes,1,36 months,Female,>25,300-500
10898,Yes,1,36 months,Female,>25,300-500
10899,Yes,1,36 months,Female,>25,300-500
10900,Yes,1,36 months,Female,>25,300-500
10901,Yes,1,36 months,Female,>25,300-500
10902,Yes,1,36 months,Female,>25,300-500
10903,Yes,1,36 months,Female,>25,300-500
10904,Yes,1,36 months,Female,>25,300-500
10905,Yes,1,36 months,Female,>25,300-500
10906,Yes,1,36 months,Female,>25,300-500
10907,Yes,1,36 months,Female,>25,300-500
10908,Yes,1,36 months,Female,>25,300-500
10909,Yes,1,36 months,Female,>25,300-500
10910,Yes,1,36 months,Female,>25,300-500
10911,Yes,1,36 months,Female,>25,300-500
10912,Yes,1,36 months,Female,>25,300-500
10913,Yes,1,36 months,Female,>25,300-500
10914,Yes,1,36 months,Female,>25,300-500
